GeneID	RNA-seq_normal_lung22
DDX11L1	11
WASH7P	1322
MIR6859-1	34
LOC100996442	71
LOC729737	1457
DDX11L17	8
WASH9P	1170
MIR6859-2	16
LOC112268260	17
LOC100132287	883
LOC105378947	2
MIR12136	782
OR4F16	5
100133331	794
107984841	139
107984847	175
107984849	63
LOC100288069	89
LINC01409	38
FAM87B	15
LINC00115	27
LINC01128	640
FAM41C	16
LOC284600	9
LINC02593	60
LOC107985728	31
SAMD11	290
NOC2L	2068
KLHL17	379
PLEKHN1	64
PERM1	13
HES4	939
ISG15	1987
AGRN	11790
LOC100288175	16
112267874	23
LOC105378948	47
RNF223	53
C1orf159	564
LINC01342	5
MIR200B	3
MIR200A	13
MIR429	16
TTLL10-AS1	90
TTLL10	231
TNFRSF18	103
TNFRSF4	350
SDF4	6355
B3GALT6	794
C1QTNF12	33
UBE2J2	1503
LINC01786	94
SCNN1D	196
ACAP3	2386
SNORD167	21
PUSL1	316
INTS11	2880
MIR6727	14
CPTP	1010
TAS1R3	101
DVL1	3309
MIR6808	9
MXRA8	2379
AURKAIP1	2190
CCNL2	6601
MRPL20-AS1	749
MRPL20	1837
107984868	10
ANKRD65	866
LOC105378585	56
TMEM88B	1
LINC01770	89
LOC107985729	47
VWA1	2592
ATAD3C	526
ATAD3B	1223
ATAD3A	748
TMEM240	44
SSU72	2917
FNDC10	255
LOC105378586	34
MIB2	3526
MMP23B	613
CDK11B	2808
SLC35E2B	2930
MMP23A	308
CDK11A	1973
SLC35E2A	965
LOC112268218	423
NADK	3370
GNB1	10796
LOC105378949	20
CALML6	15
TMEM52	25
CFAP74	249
LOC107984872	10
LOC105378589	0
GABRD	30
LOC105378590	4
LOC105378591	5
PRKCZ	3478
PRKCZ-AS1	240
FAAP20	1966
LOC112268219	226
LOC105378593	29
SKI	5811
MORN1	307
LOC100129534	75
RER1	3498
PEX10	845
PLCH2	219
PANK4	912
HES5	8
TNFRSF14-AS1	864
TNFRSF14	4090
LOC100996583	17
PRXL2B	953
MMEL1	280
MMEL1-AS1	3
TTC34	81
LOC105378598	16
LOC107984904	3
PRDM16-DT	427
PRDM16	890
LOC105378606	6
LOC107984909	5
LOC105378604	30
ARHGEF16	686
MEGF6	4052
LOC105378608	7
105378607	8
TPRG1L	2211
WRAP73	677
TP73	155
TP73-AS3	4
TP73-AS1	1437
CCDC27	1
SMIM1	140
LRRC47	1850
CEP104	1430
DFFB	261
107984910	12
C1orf174	608
LINC01134	7
AJAP1	107
LOC107984911	0
NPHP4	863
KCNAB2	3402
CHD5	22
RPL22	12621
107985733	105
RNF207-AS1	30
RNF207	372
ICMT	2021
LINC00337	5
GPR153	664
ACOT7	754
HES2	120
ESPN	193
TNFRSF25	518
PLEKHG5	808
NOL9	875
TAS1R1	22
LOC107984912	4
ZBTB48	950
KLHL21	1623
LOC107984913	23
PHF13	669
THAP3	706
DNAJC11	1112
CAMTA1-DT	11
CAMTA1	933
LOC105376689	64
VAMP3	4788
PER3	2057
UTS2	148
TNFRSF9	174
PARK7	4372
ERRFI1	6325
LOC107984915	0
LINC01714	2
SLC45A1	57
RERE	4207
RERE-AS1	13
ENO1	18329
MIR6728	5
ENO1-AS1	1
CA6	0
SLC2A5	56
GPR157	1100
MIR34AHG	258
MIR34A	1
LNCTAM34A	17
H6PD	4941
SPSB1	703
LINC02606	19
SLC25A33	528
TMEM201	447
107985734	30
PIK3CD	1961
PIK3CD-AS1	13
PIK3CD-AS2	32
CLSTN1	4225
CTNNBIP1	2812
LOC105376717	183
LZIC	961
NMNAT1	352
RBP7	104
UBE4B	1555
KIF1B	2217
105376725	12
PGD	4530
CENPS-CORT	129
CENPS	141
CORT	4
DFFA	1599
PEX14	1239
CASZ1	3177
LOC105376733	6
C1orf127	34
TARDBP	5006
MASP2	171
SRM	613
EXOSC10	2210
EXOSC10-AS1	50
MTOR	1641
MTOR-AS1	32
ANGPTL7	140
UBIAD1	607
LOC105376739	13
LOC105376740	16
DISP3	15
112268221	1
FBXO2	375
FBXO44	939
FBXO6	663
MAD2L2	628
DRAXIN	38
AGTRAP	1808
C1orf167	776
MTHFR	2894
CLCN6	1487
NPPA-AS1	225
NPPA	81
KIAA2013	2612
PLOD1	2330
MFN2	4596
MIIP	968
MIR6729	6
TNFRSF8	125
MIR7846	43
TNFRSF1B	4357
107984917	7
VPS13D	2890
SNORA59A	12
LINC02766	30
DHRS3	2637
MIR6730	7
AADACL4	0
C1orf158	100
LRRC38	0
PDPN	2330
PRDM2	2042
KAZN	812
LOC107985467	3
LOC105376759	0
LOC107985469	0
TMEM51-AS1	201
