GeneID	RNA-seq_normal_lung35
DDX11L1	4
WASH7P	1172
MIR6859-1	43
LOC100996442	89
LOC729737	1473
DDX11L17	2
WASH9P	1439
MIR6859-2	15
LOC112268260	19
LOC100132287	568
LOC105378947	0
MIR12136	1570
OR4F16	6
100133331	433
107984841	53
107984847	78
107984849	40
LOC100288069	47
LINC01409	26
FAM87B	8
LINC00115	33
LINC01128	620
FAM41C	3
LOC284600	3
LINC02593	101
LOC107985728	56
SAMD11	625
NOC2L	2057
KLHL17	380
PLEKHN1	68
PERM1	27
HES4	823
ISG15	1497
AGRN	11197
LOC100288175	24
112267874	12
LOC105378948	61
RNF223	48
C1orf159	465
LINC01342	11
MIR200B	14
MIR200A	20
MIR429	37
TTLL10-AS1	71
TTLL10	194
TNFRSF18	63
TNFRSF4	287
SDF4	5574
B3GALT6	975
C1QTNF12	29
UBE2J2	1666
LINC01786	91
SCNN1D	236
ACAP3	2704
SNORD167	26
PUSL1	312
INTS11	2747
MIR6727	15
CPTP	875
TAS1R3	86
DVL1	3060
MIR6808	5
MXRA8	2339
AURKAIP1	2320
CCNL2	7279
MRPL20-AS1	938
MRPL20	2179
107984868	31
ANKRD65	947
LOC105378585	73
TMEM88B	5
LINC01770	95
LOC107985729	50
VWA1	4366
ATAD3C	375
ATAD3B	1424
ATAD3A	777
TMEM240	82
SSU72	3184
FNDC10	298
LOC105378586	37
MIB2	3557
MMP23B	733
CDK11B	2251
SLC35E2B	3078
MMP23A	416
CDK11A	1886
SLC35E2A	1242
LOC112268218	288
NADK	2269
GNB1	10607
LOC105378949	19
CALML6	15
TMEM52	31
CFAP74	145
LOC107984872	9
LOC105378589	15
GABRD	59
LOC105378590	3
LOC105378591	1
PRKCZ	3467
PRKCZ-AS1	190
FAAP20	2147
LOC112268219	241
LOC105378593	23
SKI	4595
MORN1	282
LOC100129534	71
RER1	3815
PEX10	889
PLCH2	125
PANK4	783
HES5	11
TNFRSF14-AS1	685
TNFRSF14	3253
LOC100996583	20
PRXL2B	941
MMEL1	244
MMEL1-AS1	2
TTC34	59
LOC105378598	6
LOC107984904	1
PRDM16-DT	776
PRDM16	843
LOC105378606	8
LOC107984909	3
LOC105378604	27
ARHGEF16	623
MEGF6	5402
LOC105378608	9
105378607	3
TPRG1L	2216
WRAP73	606
TP73	167
TP73-AS3	0
TP73-AS1	1314
CCDC27	8
SMIM1	159
LRRC47	1964
CEP104	1167
DFFB	311
107984910	13
C1orf174	590
LINC01134	9
AJAP1	144
LOC107984911	0
NPHP4	552
KCNAB2	1924
CHD5	32
RPL22	17629
107985733	115
RNF207-AS1	24
RNF207	533
ICMT	2720
LINC00337	1
GPR153	1097
ACOT7	1165
HES2	77
ESPN	141
TNFRSF25	439
PLEKHG5	840
NOL9	1096
TAS1R1	7
LOC107984912	2
ZBTB48	863
KLHL21	1416
LOC107984913	19
PHF13	475
THAP3	895
DNAJC11	1039
CAMTA1-DT	20
CAMTA1	942
LOC105376689	107
VAMP3	4669
PER3	1455
UTS2	61
TNFRSF9	33
PARK7	5034
ERRFI1	2891
LOC107984915	0
LINC01714	1
SLC45A1	37
RERE	3241
RERE-AS1	16
ENO1	21755
MIR6728	4
ENO1-AS1	12
CA6	1
SLC2A5	59
GPR157	1154
MIR34AHG	316
MIR34A	0
LNCTAM34A	29
H6PD	4062
SPSB1	707
LINC02606	44
SLC25A33	341
TMEM201	433
107985734	17
PIK3CD	1119
PIK3CD-AS1	5
PIK3CD-AS2	34
CLSTN1	3983
CTNNBIP1	2390
LOC105376717	146
LZIC	1273
NMNAT1	420
RBP7	166
UBE4B	1203
KIF1B	1756
105376725	19
PGD	3876
CENPS-CORT	155
CENPS	172
CORT	15
DFFA	1739
PEX14	1090
CASZ1	1638
LOC105376733	4
C1orf127	31
TARDBP	4478
MASP2	286
SRM	1080
EXOSC10	2069
EXOSC10-AS1	34
MTOR	1470
MTOR-AS1	22
ANGPTL7	205
UBIAD1	691
LOC105376739	9
LOC105376740	7
DISP3	2
112268221	0
FBXO2	308
FBXO44	787
FBXO6	468
MAD2L2	413
DRAXIN	7
AGTRAP	1440
C1orf167	458
MTHFR	1861
CLCN6	941
NPPA-AS1	112
NPPA	52
KIAA2013	2240
PLOD1	1985
MFN2	3970
MIIP	936
MIR6729	3
TNFRSF8	106
MIR7846	12
TNFRSF1B	1979
107984917	6
VPS13D	2432
SNORA59A	13
LINC02766	27
DHRS3	2941
MIR6730	3
AADACL4	0
C1orf158	74
LRRC38	1
PDPN	2149
PRDM2	1639
KAZN	857
LOC107985467	1
LOC105376759	0
LOC107985469	0
TMEM51-AS1	211
TMEM51	509
TMEM51-AS2	5
FHAD1	271
FHAD1-AS1	26
LOC101927441	40
EFHD2	4861
CTRC	9
CELA2A	15
CELA2B	48
CASP9	716
DNAJC16	587
AGMAT	48
DDI2	1283
RSC1A1	69
PLEKHM2	3029
SLC25A34	151
SLC25A34-AS1	5
TMEM82	2
FBLIM1	1087
UQCRHL	77
FLJ37453	235
SPEN	2383
ZBTB17	1288
SRARP	0
HSPB7	318
CLCNKA	16
CLCNKB	45
FAM131C	2
EPHA2	1435
LOC101927479	59
ARHGEF19	655
ANO7L1	97
CPLANE2	111
FBXO42	1026
SZRD1	2464
SPATA21	1584
NECAP2	3041
LINC01772	129
CROCCP3	388
RNU1-1	0
LINC01783	10
NBPF1	1010
105376794	926
CROCCP2	617
MST1P2	409
LOC107985736	47
RNU1-3	0
ESPNP	5
MST1L	568
LOC112267871	11
LOC105376805	283
CROCC	1679
MFAP2	310
LOC105376806	75
ATP13A2	1627
SDHB	1561
PADI2	136
LINC02783	0
PADI1	1
PADI3	0
PADI4	51
PADI6	0
RCC2	2881
ARHGEF10L	1871
ACTL8	0
IGSF21	42
KLHDC7A	190
PAX7	0
ALDH4A1	400
IFFO2	610
UBR4	3924
EMC1-AS1	50
EMC1	1809
MRTO4	1261
AKR7L	16
AKR7A3	50
LOC100506730	100
AKR7A2	1431
SLC66A1	678
